"id","name","club","nation","league","skills","weakFoot","height","weight","attWR","defWR","acceleRATE","bodyType","position","rating","acceleration","sprintspeed","positioning","finishing","shotpower","longshotsaccuracy","volleys","penalties","vision","crossing","freekickaccuracy","shortpassing","longpassing","curve","agility","balance","reactions","ballcontrol","dribbling","composure","interceptions","headingaccuracy","marking","standingtackle","slidingtackle","jumping","stamina","strength","aggression","likes","dislikes","likesRatio","positionRating"
"28837","Írven Ávila","111013","Peru","1003","3","3","170","70","2","2","Controlled","Short & Lean-","ST","68","75","73","64","75","64","69","60","73","55","62","56","62","55","56","76","89","71","70","70","64","41","68","45","27","35","58","62","60","50","1","0","100.0","68.61999999999999"
"31080","Juan Manuel García García","1854","Spain","54","3","3","167","62","2","2","Explosive","Short & Lean-","ST","70","94","92","72","73","70","69","66","75","65","65","63","65","59","68","80","91","68","71","69","58","38","72","27","30","31","52","74","46","35","2","1","66.66666666666666","71.36999999999999"
"45696","José Barreto","110581","Argentina","353","2","3","170","71","2","2","Controlled","Short & Lean-","ST","61","72","60","62","66","61","60","45","64","48","39","35","58","34","46","60","61","55","60","57","54","20","65","24","23","33","64","55","65","41","2","1","66.66666666666666","61.66"
"45946","Lalawmpuia Ralte","113301","India","2149","2","3","165","66","2","1","Explosive","Short & Lean-","ST","48","90","78","44","47","48","40","48","46","47","35","31","40","39","42","81","91","42","47","50","46","27","44","16","27","32","66","58","60","39","2","1","66.66666666666666","49.6"
"38360","Wilfried Gnonto","8","Italy","13","3","3","170","71","2","2","Explosive","Short and Balanced","ST","69","96","93","64","66","70","64","54","63","59","53","46","68","64","52","86","78","65","73","77","67","33","66","41","29","34","64","65","67","53","230","21","91.63346613545816","69.93"
"27222","Josef Martínez","112885","Venezuela","39","3","4","170","69","2","1","Explosive","Short and Balanced","ST","78","83","87","83","90","88","74","73","83","58","53","57","67","55","68","88","88","81","84","82","75","20","75","20","20","15","97","57","77","66","47","13","78.33333333333333","82.46"
"51368","Josef Martínez","112893","Venezuela","39","3","4","170","69","2","1","Explosive","Short and Balanced","ST","78","91","95","83","82","84","66","73","79","58","53","57","67","55","68","88","88","77","76","74","75","28","79","24","28","30","89","57","69","66","48","14","77.41935483870968","79.41999999999999"
"34173","Michael Obafemi","1960","Republic of Ireland","14","2","3","169","71","3","2","Explosive","Short and Balanced","ST","70","93","86","69","72","71","61","63","67","61","50","41","64","44","58","82","89","70","68","69","66","21","68","22","31","30","69","61","66","60","24","5","82.75862068965517","70.67"
"27290","Luis Miguel Rodríguez","110406","Argentina","1003","4","4","167","67","3","1","Controlled","Short and Balanced","ST","77","71","64","89","93","85","78","90","85","82","75","79","75","70","87","86","89","81","83","99","86","40","68","32","48","42","69","72","68","73","27","9","75.0","82.65000000000002"
"51461","Luis Miguel Rodríguez","112965","Argentina","353","4","4","167","67","3","1","Controlled","Short and Balanced","ST","77","79","72","81","78","81","78","82","81","82","75","79","75","70","87","78","85","81","83","84","86","48","72","36","56","57","69","72","68","73","38","20","65.51724137931035","78.42000000000002"
"44478","Cristian Galano","1848","Italy","32","3","1","170","69","3","1","Explosive","Short and Balanced","ST","67","86","86","73","84","69","80","72","60","68","65","72","66","60","72","98","93","68","70","83","65","28","52","20","14","14","83","85","60","49","12","3","80.0","72.84"
"32172","Aldo Kalulu","226","France","17","3","3","166","68","3","1","Explosive","Short and Balanced","ST","67","91","91","68","77","72","71","69","65","62","57","48","66","48","63","92","92","65","75","78","64","21","52","43","21","21","89","61","52","46","9","2","81.81818181818183","70.85999999999999"
"51956","Michael Obafemi","1796","Republic of Ireland","14","2","3","169","71","3","2","Explosive","Short and Balanced","ST","70","93","86","69","72","71","61","63","67","61","50","41","64","44","58","82","89","70","68","69","66","21","68","22","31","30","69","61","66","60","5","0","100.0","70.67"
"30051","Corentin Jean","112893","France","39","2","3","170","70","2","2","Explosive","Short and Balanced","ST","71","82","75","75","71","72","72","69","64","69","71","59","71","64","68","85","85","74","74","71","72","40","67","37","30","36","31","60","56","52","5","1","83.33333333333334","71.64"
"37235","Sunusi Ibrahim","111139","Nigeria","39","2","2","168","79","3","2","Controlled","Short and Balanced","ST","61","93","93","52","60","69","52","49","53","50","53","36","59","49","52","79","73","48","55","61","48","26","66","17","30","42","81","46","74","47","3","1","75.0","62.23000000000001"
"38198","Vagner José Dias Goncalves","112695","Cape Verde Islands","4","4","3","168","67","2","1","Explosive","Short and Balanced","ST","63","87","86","66","62","65","64","60","61","60","59","69","62","52","59","80","77","61","64","64","63","32","53","25","42","42","64","61","53","37","2","0","100.0","63.95000000000001"
"46341","Carlos Duarte","114688","Paraguay","1014","2","3","169","75","2","2","Controlled","Short and Balanced","ST","65","61","62","63","68","68","60","65","63","51","32","47","65","49","45","59","80","60","67","69","60","20","68","20","22","28","61","50","68","29","2","1","66.66666666666666","65.64999999999999"
"46896","Kwame Peprah","110930","Ghana","347","2","4","160","75","3","2","Controlled","Short and Balanced","ST","68","92","82","73","81","75","70","75","88","64","46","51","55","47","62","71","86","71","57","71","64","36","60","28","35","31","72","74","75","42","1","0","100.0","71.80000000000001"
"30677","Juan Kaprof","112965","Argentina","353","4","2","169","71","3","2","Controlled","Short and Balanced","ST","66","87","86","65","65","64","62","62","70","63","55","47","62","56","55","79","77","63","69","67","53","33","63","41","33","44","73","59","73","55","0","0","0.0","67.10999999999999"
"50936","Juan Kaprof","112713","Argentina","353","4","2","169","71","3","2","Controlled","Short and Balanced","ST","66","87","86","65","65","64","62","62","70","63","55","47","62","56","55","79","77","63","69","67","53","33","63","41","33","44","73","59","73","55","0","0","0.0","67.10999999999999"
"54181","Lionel Messi","112893","Argentina","39","5","5","169","67","3","1","Controlled","Messi","ST","99","99","95","99","99","99","99","99","99","99","97","99","99","99","99","99","99","98","99","99","99","48","83","29","46","33","89","87","89","60","3494","791","81.54025670945157","96.62"
"53826","Lionel Messi","73","Argentina","16","4","4","169","67","3","1","Controlled","Messi","ST","98","99","97","99","99","98","99","99","90","99","90","99","97","96","99","96","99","97","99","99","99","47","82","24","41","28","84","86","84","54","2955","1396","67.91542174212825","96.09"
"52399","Lionel Messi","73","Argentina","16","4","4","169","67","1","1","Explosive","Messi","ST","92","97","86","98","99","91","92","99","84","95","85","94","92","91","94","92","96","93","94","96","97","41","72","21","36","25","70","72","70","45","2639","1376","65.72851805728519","91.44"
"52516","Alexander Isak","13","Sweden","13","4","5","192","77","3","1","Controlled","High & Lean","ST","92","96","99","99","95","99","96","91","91","89","72","77","88","62","82","91","76","91","98","97","88","42","99","36","31","27","91","89","92","69","4185","516","89.02361199744735","96.13"
"52535","Peter Crouch","114605","England","13","5","3","201","75","2","2","Controlled","High & Lean","ST","89","83","88","90","93","88","87","93","92","92","71","68","99","84","78","86","84","89","89","86","91","46","99","55","49","44","91","86","99","85","1470","265","84.72622478386167","91.27000000000001"
"50526","Anderson Souza Conceição","112139","Brazil","350","4","4","190","80","3","1","Controlled","High & Lean","ST","87","94","86","88","86","89","91","81","80","87","88","92","90","88","98","96","88","84","89","96","82","58","86","50","61","47","71","89","82","72","987","121","89.07942238267148","87.77000000000001"
"26247","Peter Crouch","114605","England","13","4","3","201","75","2","2","Controlled","High & Lean","ST","86","79","84","91","94","93","92","90","93","79","67","60","84","75","66","70","55","87","86","79","89","44","96","53","47","42","87","80","87","84","835","775","51.86335403726709","89.21"
"44182","Peter Crouch","114605","England","13","3","3","201","75","2","2","Lengthy","High & Lean","ST","85","79","84","90","97","88","83","99","96","78","66","59","83","74","65","68","54","85","84","77","87","43","94","52","46","41","78","79","82","75","928","296","75.81699346405229","88.03"
"53131","Alexander Isak","13","Sweden","13","4","5","192","77","3","1","Controlled","High & Lean","ST","84","92","97","92","92","90","81","99","88","82","65","70","81","56","75","83","69","83","90","89","81","34","87","29","25","21","76","74","81","56","182","43","80.88888888888889","89.13000000000001"
"26965","Alexander Isak","13","Sweden","13","4","5","192","77","3","1","Controlled","High & Lean","ST","80","88","93","87","87","85","76","94","83","76","61","65","75","52","70","79","66","79","86","85","77","29","74","25","21","18","71","68","75","52","229","40","85.13011152416357","83.57"
"26547","Saša Kalajdžić","110","Austria","13","3","3","200","93","2","2","Lengthy","High & Lean","ST","78","72","70","81","82","74","62","73","57","75","59","47","77","64","50","63","53","78","78","74","74","42","91","43","54","62","54","67","83","44","34","11","75.55555555555556","78.70999999999998"
"53775","C. Ronaldo dos Santos Aveiro","112139","Portugal","350","5","4","187","83","3","1","Controlled","CR7","ST","96","96","99","99","99","99","96","92","96","88","96","87","92","87","97","89","82","99","97","99","99","32","99","27","36","27","99","85","86","72","9665","1870","83.78846987429563","97.45"
"26268","C. Ronaldo dos Santos Aveiro","11","Portugal","13","5","4","187","83","3","1","Controlled","CR7","ST","90","79","83","95","93","93","90","86","90","84","80","83","95","79","89","77","67","94","88","85","95","29","90","24","32","24","99","76","92","67","10851","3614","75.0155547874179","90.74"
"54166","C. Ronaldo dos Santos Aveiro","112139","Portugal","350","5","5","187","83","3","1","Controlled","CR7","ST","99","99","99","99","99","99","99","95","99","94","99","93","98","94","99","94","91","99","99","99","99","36","99","29","39","30","99","90","91","76","5237","1168","81.76424668227948","98.47000000000001"
"51724","C. Ronaldo dos Santos Aveiro","112139","Portugal","350","5","4","187","83","3","1","Controlled","CR7","ST","91","85","89","96","94","94","91","87","91","82","90","81","86","81","91","82","76","95","89","94","96","30","93","25","33","25","96","77","78","64","4794","1024","82.39944998281197","91.7"
"52789","C. Ronaldo dos Santos Aveiro","112139","Portugal","350","5","4","187","83","3","1","Controlled","CR7","ST","92","86","90","97","95","95","92","88","92","84","92","83","88","83","93","83","77","96","90","95","97","31","95","25","34","25","99","79","80","66","4017","585","87.28813559322035","92.90000000000002"
"48586","C. Ronaldo dos Santos Aveiro","11","Portugal","13","5","4","187","83","3","1","Controlled","CR7","ST","91","81","85","92","90","90","87","83","87","86","82","85","97","81","91","79","80","96","93","91","97","32","98","26","35","26","99","79","95","70","3194","1010","75.97526165556613","91.66999999999999"
"50759","C. Ronaldo dos Santos Aveiro","112139","Portugal","350","5","4","187","83","3","1","Controlled","CR7","ST","90","87","91","99","99","97","90","99","98","76","80","79","80","75","81","77","67","94","88","85","95","29","90","24","32","24","95","76","77","63","3602","3517","50.596993959825824","92.22"
"266","Ronaldo Luís Nazário de Lima","112658","Brazil","2118","4","4","183","75","2","2","Controlled","Base R9","ST","90","99","97","88","94","89","86","88","84","81","80","77","86","75","83","92","88","86","91","99","87","36","78","36","41","35","79","77","82","40","2640","1053","71.48659626320065","89.51999999999998"
"265","Ronaldo Luís Nazário de Lima","112658","Brazil","2118","5","5","183","78","2","2","Controlled","R9","ST","96","99","99","99","99","99","98","96","93","81","75","90","86","73","87","91","85","95","96","97","89","41","84","39","44","38","90","81","89","55","5880","1520","79.45945945945945","95.5"
"267","Ronaldo Luís Nazário de Lima","112658","Brazil","2118","5","5","183","82","2","1","Controlled","R9","ST","94","98","97","96","96","91","89","90","90","88","80","90","88","76","92","91","89","94","94","99","91","43","81","39","46","38","81","79","89","58","4984","909","84.57491939589343","92.9"
"52953","Ronaldo Luís Nazário de Lima","112658","Brazil","2118","5","5","183","78","3","2","Controlled","R9","ST","97","99","99","96","99","94","91","97","90","86","84","91","91","78","96","96","98","96","97","99","90","41","84","39","44","38","83","82","86","74","4324","798","84.42014837953924","94.84"
"50220","Ronaldo Luís Nazário de Lima","112658","Brazil","2118","5","5","183","78","2","2","Controlled","R9","ST","95","99","99","94","97","92","89","95","88","84","82","89","89","76","94","94","92","94","95","99","88","41","83","40","45","39","81","82","87","49","1585","311","83.59704641350211","93.41000000000001"
"48688","Mohamed Salah","9","Egypt","13","4","3","175","71","3","2","Controlled","Salah","ST","92","95","97","98","99","93","95","86","92","88","83","72","87","80","87","92","93","95","90","92","94","58","63","41","46","44","80","90","82","74","1187","327","78.40158520475562","90.86999999999998"
"50672","Richarlison de Andrade","18","Brazil","13","4","5","181","71","3","2","Controlled","Average","ST","90","99","95","93","98","95","81","99","93","82","81","75","85","71","82","86","79","87","89","91","88","54","95","53","68","56","95","89","84","92","1415","4461","24.081007488087135","92.53000000000002"
"34966","Fabrice Hartmann","563","Germany","65","2","3","178","70","2","2","Explosive","Average","ST","60","85","83","64","68","65","58","58","55","44","52","42","50","43","45","74","71","45","63","63","60","26","49","24","34","35","50","60","45","32","2","0","100.0","61.470000000000006"
"28829","Charlie Austin","111395","England","351","2","2","188","84","2","1","Controlled","High & Average","ST","70","55","57","75","73","80","65","72","81","58","56","49","60","46","59","60","52","70","71","62","75","52","81","24","45","37","74","34","80","66","15","2","88.23529411764706","71.47000000000001"
"36974","Ylan Gomes","1738","France","17","3","3","174","67","2","2","Controlled","Average","ST","60","75","77","62","63","63","57","50","65","51","35","42","57","38","50","74","83","59","61","63","59","25","53","21","21","30","52","59","46","29","3","2","60.0","60.940000000000005"
"29303","Abdón Prats Bastidas","453","Spain","53","3","3","181","81","2","2","Controlled","Average","ST","71","70","73","72","73","75","72","70","70","45","65","69","65","58","68","77","66","67","73","70","55","33","71","33","31","33","72","63","76","42","5","0","100.0","71.72"
"51717","Stevan Jovetic","166","Montenegro","19","4","4","183","79","3","1","Controlled","Average","ST","88","99","95","92","94","95","88","99","95","83","82","80","85","77","90","92","86","88","92","90","89","34","90","35","37","34","85","88","75","70","1170","380","75.48387096774194","91.25"
"29383","Aiden O'Brien","127","Republic of Ireland","60","3","3","183","72","3","2","Controlled","Average","ST","65","82","80","64","65","65","62","60","57","64","63","51","63","60","67","75","65","62","65","66","60","38","64","38","47","46","77","71","69","66","2","1","66.66666666666666","65.94000000000001"
"52144","David Strelec","203","Slovakia","32","2","3","185","75","2","2","Controlled","High & Average","ST","64","65","61","64","68","66","57","47","62","57","38","40","63","53","49","50","59","64","65","64","63","37","70","32","40","43","62","54","62","49","1","0","100.0","64.81"
"50169","Aiyegun Tosin","894","Benin","189","3","4","179","75","3","3","Explosive","Stocky","ST","77","95","96","72","89","83","88","77","68","69","69","56","69","67","72","97","83","74","85","84","70","46","69","39","46","48","90","80","88","65","74","11","87.05882352941177","81.51000000000002"
"28961","David McMillan","837","Republic of Ireland","65","2","3","180","77","2","1","Controlled","Lean","ST","60","59","61","64","61","62","54","58","65","55","40","41","58","40","53","54","55","62","60","55","56","34","66","29","27","33","78","47","62","59","2","1","66.66666666666666","61.099999999999994"
"26712","Stevan Jovetić","166","Montenegro","19","3","4","183","79","2","1","Controlled","Average","ST","77","72","68","83","85","86","79","94","86","78","72","74","80","64","84","77","70","77","81","79","78","30","74","31","32","30","73","45","71","50","41","12","77.35849056603774","79.96000000000001"
"51488","Benjamin Kimpioka","897","Sweden","189","2","3","183","75","2","2","Lengthy","Lean","ST","61","89","90","57","61","60","55","50","57","50","54","42","57","48","44","61","69","50","60","58","51","29","63","33","33","42","69","58","76","62","0","1","0.0","62.11"
"51320","Vincent Aboubakar","327","Cameroon","68","4","4","184","82","3","2","Lengthy","Stocky","ST","75","81","81","81","83","78","72","91","82","76","63","67","73","68","77","72","63","74","77","74","82","33","75","44","23","19","75","74","87","76","96","27","78.04878048780488","78.83999999999999"
"26984","Youssef En-Nesyri","481","Morocco","53","3","3","188","78","3","3","Controlled","High & Average+","ST","80","75","81","82","83","83","75","76","70","52","48","56","69","58","63","67","48","80","82","91","74","35","90","35","46","35","83","74","76","76","74","46","61.66666666666667","81.94"
"26379","Iago Aspas Juncal","450","Spain","53","3","4","176","67","3","3","Explosive","Lean","ST","85","78","85","86","98","83","88","84","86","81","80","83","79","73","79","87","72","88","94","95","85","39","76","39","21","18","74","70","68","63","271","147","64.83253588516746","86.85000000000002"
"52731","Tim Kleindienst","111235","Germany","20","2","5","194","85","3","3","Lengthy","High & Average+","ST","85","81","99","95","95","94","81","97","89","74","67","66","81","67","73","63","56","84","82","80","83","37","99","39","39","29","89","99","99","79","147","40","78.6096256684492","90.82999999999998"
"26768","Luis Suárez","1377","Uruguay","1990","3","4","182","86","3","2","Lengthy","Unique","ST","84","81","76","94","95","90","84","99","90","80","75","81","78","73","85","70","77","86","81","76","86","39","84","41","45","38","69","71","84","87","442","153","74.28571428571429","86.66000000000001"
"27779","Ciro Immobile","115841","Italy","31","3","4","185","85","3","2","Controlled","Unique","ST","87","89","91","91","92","87","81","86","89","77","65","60","85","63","80","80","93","88","82","88","77","41","82","35","34","33","84","80","76","75","415","92","81.85404339250493","87.0"
"29767","Kacper Przybyłko","693","Poland","39","2","4","193","88","2","2","Lengthy","High & Average","ST","70","73","73","75","70","71","65","67","58","66","46","48","67","51","54","60","49","73","68","60","66","30","78","28","31","35","79","78","85","58","5","1","83.33333333333334","71.55000000000001"
"29749","Tobi Sho-Silva","1480","England","61","2","2","183","80","3","2","Controlled","Stocky","ST","60","82","85","61","58","57","51","53","56","45","34","41","50","34","44","71","66","56","58","56","52","25","61","24","31","33","84","67","74","55","4","5","44.44444444444444","60.69000000000001"
"27971","Shane Long","1793","Republic of Ireland","14","3","2","178","70","3","3","Controlled","Average","ST","71","87","85","75","66","73","64","67","72","63","72","44","62","49","54","69","72","72","70","73","67","50","78","35","35","39","92","38","62","80","18","1","94.73684210526315","71.79"
"54092","Dušan Vlahovic","45","Serbia","31","4","5","190","75","3","2","Controlled","High & Average","ST","95","94","98","97","96","94","92","87","84","90","85","76","96","86","96","92","95","97","97","99","93","35","99","27","37","35","80","90","97","70","377","101","78.8702928870293","96.39000000000001"
"29177","Christian Gytkjær","111811","Denmark","31","3","4","185","77","2","2","Controlled","High & Average","ST","73","76","81","76","74","77","70","67","76","61","51","55","62","45","61","70","68","74","73","66","75","40","76","46","24","34","81","64","78","67","10","1","90.9090909090909","73.87"
"33762","Lukáš Juliš","267","Czech Republic","319","3","3","187","86","3","2","Controlled","High & Average","ST","71","89","91","75","73","71","62","65","56","60","63","48","63","52","55","72","56","67","68","67","70","30","74","25","37","42","73","62","71","67","2","0","100.0","72.21"
"29807","Rubén Sobrino Pozuelo","1968","Spain","53","3","4","185","73","3","2","Controlled","High & Average+","ST","73","82","87","71","73","75","73","72","66","62","59","57","70","50","69","72","61","68","75","77","65","40","79","44","39","36","66","54","67","68","4","1","80.0","74.21"
"50711","Ellis Simms","7","England","13","3","4","183","73","2","1","Controlled","Average","ST","68","83","82","70","72","68","60","60","64","52","45","51","58","44","55","68","66","62","65","64","65","29","68","23","32","34","67","70","79","63","16","4","80.0","68.87"
"28299","Joshua King","326","Norway","68","4","3","184","82","2","1","Controlled","Average","ST","75","86","87","80","83","81","74","88","89","73","67","53","75","65","71","76","73","71","75","78","77","34","68","33","39","27","71","65","79","71","22","9","70.96774193548387","78.35000000000001"
"28312","Danny Welbeck","1808","England","13","3","3","185","73","3","3","Controlled","High & Average","ST","75","75","81","78","76","77","63","69","71","70","69","62","66","64","61","67","61","72","78","75","77","40","82","47","46","48","79","50","70","75","28","5","84.84848484848484","75.65"
"50686","Si Hoo Hong","110765","Korea Republic","83","3","3","173","68","3","2","Explosive","Average","ST","60","88","89","60","60","68","50","58","52","55","55","50","60","51","58","81","84","46","60","64","58","32","48","37","32","40","49","58","64","44","8","4","66.66666666666666","61.190000000000005"
"52151","Samuel Obeng","110839","Ghana","54","3","2","183","74","3","3","Lengthy","Stocky","ST","68","87","92","65","68","78","65","60","63","45","41","46","56","38","42","66","48","55","61","60","53","34","74","20","28","28","76","75","83","70","0","0","0.0","68.77000000000001"
"27404","Habib Diallo","76","Senegal","16","3","3","186","79","2","1","Controlled","High & Average","ST","77","78","80","79","79","77","69","75","80","58","51","49","70","46","57","66","68","76","75","73","66","27","86","17","25","32","87","69","79","59","18","6","75.0","77.61999999999999"
"28733","Guido Burgstaller","254","Austria","80","3","5","187","80","3","3","Controlled","High & Average","ST","72","61","72","75","73","81","67","71","66","67","69","42","72","58","62","60","62","74","70","66","76","42","78","39","47","36","72","77","81","83","19","2","90.47619047619048","73.45"
"52435","Georgios Giakoumakis","112885","Greece","39","2","3","185","84","2","2","Lengthy","High & Average","ST","73","74","81","78","75","78","62","75","73","52","36","45","62","37","57","64","64","74","70","62","70","25","81","31","32","34","82","69","84","70","4","1","80.0","74.47"
"51729","Wissam Ben Yedder","69","France","16","4","5","170","68","3","1","Explosive","Unique","ST","88","95","94","97","99","92","78","99","97","85","79","81","88","70","87","95","95","89","92","91","89","49","82","37","36","29","84","78","74","67","792","144","84.61538461538461","91.44000000000003"
"44407","Wilson Bruno Naval Costa Eduardo","113142","Angola","68","4","3","179","77","3","2","Controlled","Average","ST","73","84","85","74","71","81","76","83","69","72","72","71","69","66","79","73","68","69","73","75","77","32","70","29","41","38","68","70","69","59","6","1","85.71428571428571","74.02000000000001"
"50542","Kevin Nisbet","81","Scotland","50","3","3","180","75","3","2","Controlled","Average","ST","81","85","85","86","86","84","79","80","80","86","72","78","84","80","84","89","92","82","80","86","82","54","88","41","46","43","77","87","84","75","36","28","56.25","84.46000000000001"
"28664","Romain Hamouma","614","France","16","3","4","178","76","2","2","Controlled","Average","ST","73","77","76","75","74","77","74","76","70","75","75","70","74","70","76","78","74","74","77","77","73","47","71","42","49","56","57","63","68","60","8","1","88.88888888888889","74.60000000000001"
"52038","Joe Gelhardt","106","England","14","3","3","179","76","3","3","Controlled","Stocky","ST","72","84","82","72","73","79","67","65","65","65","48","45","69","58","57","74","80","70","76","80","72","31","59","36","31","33","72","71","74","60","5","4","55.55555555555556","73.02000000000001"
"52788","Michail Antonio","19","Jamaica","13","4","5","178","82","3","2","Controlled","Stocky","ST","89","94","95","92","89","89","81","80","83","89","92","70","87","86","89","90","96","90","86","97","84","56","90","62","66","63","94","84","91","87","1477","750","66.32240682532556","89.91"
"52760","José Luis Sanmartín Mato","452","Spain","53","5","4","192","80","3","2","Controlled","High & Average+","ST","88","91","86","91","99","95","90","82","98","83","67","75","90","70","85","82","80","95","98","98","83","34","99","31","36","28","99","80","98","76","1159","112","91.18804091266719","94.99"
"33808","Moses Ebiye","1755","Nigeria","41","2","3","185","80","2","1","Controlled","High & Average+","ST","63","88","88","63","62","63","54","55","57","50","56","40","55","48","52","78","74","52","62","60","54","40","64","39","43","50","84","70","77","52","3","0","100.0","63.85"
"28659","Mario Rondón","113378","Venezuela","330","3","3","182","74","3","1","Controlled","Lean","ST","63","48","47","68","64","66","58","62","60","66","64","59","64","59","65","71","56","64","65","64","70","31","73","26","33","41","88","66","70","71","2","0","100.0","64.31"
"29405","Matt Smith","113926","England","61","2","3","198","91","2","2","Controlled","High & Average","ST","64","40","44","69","66","71","56","67","62","59","40","45","53","41","50","31","30","68","65","50","57","29","81","46","40","28","61","68","91","68","5","1","83.33333333333334","65.51"
"51450","Mauro Quiroga","112689","Argentina","353","3","2","190","82","3","1","Lengthy","High & Average","ST","70","77","73","72","68","70","66","66","75","45","30","65","62","58","52","63","54","69","71","63","72","34","83","36","23","32","81","71","90","70","0","0","0.0","71.56"
"52406","Martin Braithwaite","452","Denmark","53","4","4","177","73","2","2","Controlled","Lean","ST","86","97","97","92","95","91","81","99","92","86","79","88","88","76","83","91","78","87","90","88","86","42","90","47","40","35","94","86","86","78","979","46","95.51219512195121","91.11999999999999"
"27395","Álvaro Negredo Sánchez","1968","Spain","53","3","2","186","86","2","1","Controlled","High & Stocky","ST","77","62","61","79","80","84","79","79","77","67","43","69","73","64","63","65","64","75","72","70","70","36","87","37","39","45","81","56","85","77","24","10","70.58823529411765","77.25"
"28672","Alan Pulido","696","Mexico","39","3","3","177","83","3","3","Controlled","Average","ST","72","80","82","73","73","72","70","66","72","66","61","58","71","60","66","74","64","72","72","74","70","45","74","38","43","37","77","65","78","60","5","1","83.33333333333334","73.53999999999999"
"52469","Efthymios Koulouris","113142","Greece","68","3","3","184","82","3","1","Controlled","Average","ST","70","76","75","69","74","70","67","71","54","55","39","54","64","60","52","67","66","69","70","66","69","22","75","42","21","33","70","72","70","34","0","0","0.0","70.85000000000001"
"50206","Fernando Morientes Sánchez","114605","Spain","53","4","4","186","79","3","2","Controlled","High & Average","ST","90","88","91","98","98","99","96","90","94","84","73","77","82","70","70","78","75","88","85","85","88","40","98","37","43","42","99","86","95","83","2814","1912","59.54295387219636","93.16999999999999"
"51153","Wilfried Kanga","166","Côte d'Ivoire","19","3","4","189","90","2","2","Lengthy","High & Stocky","ST","68","83","85","66","72","65","55","55","58","58","65","37","61","57","53","69","61","57","72","70","63","36","70","23","23","33","62","77","87","60","2","0","100.0","69.42"
"48723","Callum Wilson","13","England","13","4","3","180","66","3","2","Controlled","Average","ST","82","81","86","88","95","86","79","75","91","74","65","48","76","66","67","77","76","88","91","89","83","43","84","41","43","29","81","72","91","77","175","34","83.73205741626795","87.66999999999999"
"28161","Kosta Barbarouses","111766","New Zealand","351","3","3","171","68","3","2","Controlled","Lean","ST","68","90","90","71","68","66","67","67","57","67","64","48","65","51","65","85","70","69","68","69","66","46","55","32","37","37","66","87","71","56","7","1","87.5","68.97"
"27975","Joe Garner","112260","England","60","2","3","178","74","3","2","Controlled","Average","ST","62","62","58","66","61","66","64","64","69","56","49","43","55","57","49","74","76","61","63","60","68","44","69","47","56","53","89","37","70","84","1","1","50.0","63.27000000000001"
"29624","Serdar Dursun","326","Turkey","68","3","3","190","80","2","2","Lengthy","High & Average","ST","74","68","68","78","75","79","64","71","77","57","48","62","71","60","61","66","57","73","73","71","72","39","82","43","44","45","72","75","82","76","15","6","71.42857142857143","74.96"
"54046","José Manuel Reina Páez","483","Spain","53","4","5","188","92","3","2","Controlled","Unique","ST","92","99","99","98","99","99","92","99","99","94","76","67","95","95","86","95","94","96","95","83","96","74","94","65","65","68","92","93","93","85","769","126","85.92178770949721","95.9"
"28655","Sebastian Polter","34","Germany","19","2","3","192","94","3","2","Lengthy","High & Average","ST","73","72","83","76","75","77","62","67","71","53","51","41","58","50","44","54","48","72","64","60","69","38","85","39","38","28","77","74","92","84","8","3","72.72727272727273","73.67"
"27119","Julián Álvarez","10","Argentina","13","4","4","173","71","3","3","Explosive","Average","ST","78","88","81","86","88","88","80","90","81","81","75","74","73","74","80","87","87","78","83","82","82","46","68","60","53","46","69","81","70","83","309","292","51.41430948419301","81.82000000000001"
"27958","Radamel Falcao García Zarate","480","Colombia","53","3","4","177","72","3","2","Controlled","Average","ST","76","63","56","81","78","75","73","77","81","63","55","70","76","60","78","72","78","78","77","72","79","49","87","36","50","34","87","55","69","73","91","27","77.11864406779661","76.05"
"27279","Ivan Toney","1925","England","13","3","3","187","76","3","3","Controlled","High & Average","ST","77","75","85","83","80","77","67","80","93","73","54","56","74","60","65","82","70","77","80","74","78","49","78","45","52","46","93","79","87","82","63","32","66.3157894736842","78.94"
"27936","Steven Fletcher","181","Scotland","50","3","2","186","76","3","2","Controlled","High & Average","ST","69","53","58","70","71","76","64","71","74","66","55","42","63","60","36","57","65","68","70","66","73","44","83","38","30","29","81","55","77","56","4","1","80.0","70.2"
"53367","Ramón Ábila","110406","Argentina","353","3","3","177","93","3","1","Lengthy","Stocky","ST","72","73","75","75","70","81","63","73","67","65","53","48","65","63","52","68","72","65","70","69","76","27","79","33","40","37","69","54","92","76","0","0","0.0","73.25"
"29180","Bashkim Kadrii","272","Denmark","1","3","3","177","71","3","2","Controlled","Average","ST","69","89","87","70","67","72","65","64","62","67","63","64","62","49","66","83","80","66","71","70","68","59","63","38","64","66","86","69","74","73","5","0","100.0","69.88000000000001"
"48310","Mykola Kukharevych","81","Ukraine","50","2","4","193","79","2","2","Lengthy","High & Average","ST","61","66","67","61","67","60","58","50","71","49","34","41","49","38","46","52","44","54","58","63","48","28","73","21","26","32","61","55","70","33","9","2","81.81818181818183","62.500000000000014"
"29684","Philipp Hofmann","160","Germany","19","2","2","195","89","2","2","Controlled","High & Average","ST","74","46","55","78","85","87","71","66","66","62","31","39","68","43","46","46","36","77","78","71","73","23","81","26","38","21","61","60","99","79","7","1","87.5","77.56"
